image,n_sites,n_split,base_tp_f1,base_net_f1,base_percomp,base_strict,orc_tp_f1,orc_net_f1,orc_percomp,orc_strict
circuit_1272.jpg,25,1,0.5892857142857144,0.735294117647059,0.0,0,0.611111111111111,0.735294117647059,0.06666666666666667,0
circuit_136.jpg,18,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_138.jpg,13,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_14.jpg,25,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_153.jpg,25,1,0.7894736842105263,0.8518518518518519,0.42857142857142855,0,1.0,1.0,1.0,1
circuit_155.jpg,25,0,0.8412698412698412,0.9166666666666666,0.42105263157894735,0,0.8412698412698412,0.9166666666666666,0.42105263157894735,0
circuit_170.jpg,18,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_178.jpg,18,0,0.45454545454545453,0.6923076923076923,0.0,0,0.45454545454545453,0.6923076923076923,0.0,0
circuit_184.jpg,25,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_185.jpg,9,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_187.jpg,25,0,0.492063492063492,0.6666666666666666,0.0,0,0.492063492063492,0.6666666666666666,0.0,0
circuit_19.jpg,13,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_193.jpg,25,0,0.7888888888888889,0.9249999999999999,0.4,0,0.7888888888888889,0.9249999999999999,0.4,0
circuit_198.jpg,20,0,0.56,0.7777777777777778,0.10526315789473684,0,0.56,0.7777777777777778,0.10526315789473684,0
circuit_205.jpg,25,0,0.8793103448275863,0.9411764705882353,0.4,0,0.8793103448275863,0.9411764705882353,0.4,0
circuit_210.jpg,25,0,0.8103448275862069,0.9117647058823528,0.2,0,0.8103448275862069,0.9117647058823528,0.2,0
