epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,174.488,0.81075,0.39201,0.87694,0.97195,0.97307,0.98212,0.74309,0.91253,0.38273,0.91914,0.000391177,0.000391177,0.000391177
56,178.024,0.80832,0.3896,0.87369,0.97318,0.97233,0.98093,0.72164,0.9688,0.39366,0.93191,0.000389606,0.000389606,0.000389606
57,181.094,0.81226,0.39215,0.88078,0.96359,0.97617,0.97731,0.72051,0.95546,0.39572,0.92276,0.000388035,0.000388035,0.000388035
58,184.025,0.81832,0.39097,0.87805,0.9608,0.97449,0.98096,0.73279,0.93786,0.39232,0.91901,0.000386464,0.000386464,0.000386464
59,187.163,0.83946,0.39946,0.88172,0.96353,0.97428,0.98085,0.67608,1.1007,0.41987,0.96197,0.000384894,0.000384894,0.000384894
60,190.303,0.82226,0.39078,0.88167,0.97267,0.97769,0.98149,0.71925,0.97904,0.3881,0.92837,0.000383323,0.000383323,0.000383323
61,193.235,0.81594,0.38764,0.87775,0.96744,0.97425,0.97898,0.75139,0.89701,0.3765,0.91686,0.000381752,0.000381752,0.000381752
62,196.225,0.84346,0.40467,0.88369,0.97113,0.97598,0.97907,0.74927,0.89026,0.37323,0.91053,0.000380181,0.000380181,0.000380181
63,199.125,0.79958,0.38728,0.87403,0.96876,0.97201,0.98033,0.74745,0.8996,0.37773,0.91243,0.00037861,0.00037861,0.00037861
64,202.087,0.79544,0.38228,0.87063,0.96553,0.97445,0.98026,0.74422,0.92114,0.37685,0.9181,0.00037704,0.00037704,0.00037704
65,205.169,0.82121,0.38988,0.8805,0.97182,0.97689,0.98389,0.73848,0.95817,0.37847,0.9304,0.000375469,0.000375469,0.000375469
66,208.15,0.78715,0.37926,0.87474,0.97104,0.97455,0.98259,0.73796,0.9424,0.38414,0.91786,0.000373898,0.000373898,0.000373898
67,211.072,0.81132,0.39285,0.87508,0.96956,0.9754,0.97987,0.72597,0.97517,0.39709,0.92834,0.000372327,0.000372327,0.000372327
68,214.392,0.79315,0.38039,0.87113,0.97078,0.97718,0.97973,0.7387,0.92396,0.37902,0.91661,0.000370756,0.000370756,0.000370756
69,217.552,0.78822,0.37929,0.86974,0.97031,0.97367,0.97895,0.74157,0.92392,0.37496,0.91797,0.000369186,0.000369186,0.000369186
70,220.671,0.78713,0.37688,0.86754,0.97342,0.98037,0.98197,0.7515,0.91157,0.36977,0.91658,0.000367615,0.000367615,0.000367615
71,223.739,0.78492,0.37507,0.87093,0.97278,0.9782,0.97961,0.75056,0.89927,0.36954,0.91318,0.000366044,0.000366044,0.000366044
72,226.829,0.78439,0.37019,0.87112,0.97648,0.9777,0.98029,0.75349,0.8955,0.36918,0.91376,0.000364473,0.000364473,0.000364473
73,229.977,0.77265,0.36649,0.86961,0.97661,0.97639,0.97997,0.72489,0.95119,0.38113,0.92834,0.000362902,0.000362902,0.000362902
74,232.98,0.77739,0.37006,0.87223,0.96802,0.97696,0.98149,0.7363,0.943,0.37719,0.9212,0.000361332,0.000361332,0.000361332
75,235.893,0.78163,0.36531,0.86914,0.97342,0.97667,0.98046,0.75167,0.89184,0.36605,0.91163,0.000359761,0.000359761,0.000359761
76,238.828,0.77665,0.37018,0.86906,0.96905,0.97121,0.97848,0.75063,0.89128,0.37151,0.91516,0.00035819,0.00035819,0.00035819
77,241.927,0.76357,0.3673,0.86934,0.96624,0.97637,0.9792,0.74717,0.90926,0.37745,0.9141,0.000356619,0.000356619,0.000356619
78,245.059,0.7691,0.36977,0.86679,0.96009,0.96772,0.98121,0.75017,0.90651,0.3819,0.91804,0.000355048,0.000355048,0.000355048
79,248.176,0.7653,0.36619,0.86486,0.96768,0.97336,0.97878,0.70717,1.03223,0.39702,0.94674,0.000353478,0.000353478,0.000353478
80,251.172,0.77782,0.36606,0.86566,0.96945,0.97791,0.97937,0.72581,0.97925,0.38172,0.93316,0.000351907,0.000351907,0.000351907
81,254.445,0.76946,0.36498,0.86635,0.96848,0.97927,0.98052,0.71892,0.9892,0.3861,0.93774,0.000350336,0.000350336,0.000350336
82,257.813,0.76365,0.36365,0.87026,0.97262,0.97589,0.9788,0.73659,0.93711,0.37535,0.92229,0.000348765,0.000348765,0.000348765
83,261.18,0.75816,0.35992,0.86202,0.9716,0.97873,0.97849,0.72244,0.98215,0.38234,0.93347,0.000347194,0.000347194,0.000347194
84,264.273,0.75103,0.35607,0.86622,0.97485,0.9758,0.97984,0.74989,0.89507,0.36611,0.9104,0.000345624,0.000345624,0.000345624
85,267.253,0.75758,0.35969,0.86684,0.97208,0.97474,0.97947,0.73603,0.93035,0.37667,0.91984,0.000344053,0.000344053,0.000344053
86,270.354,0.76422,0.3609,0.86806,0.97263,0.97461,0.97924,0.73044,0.95264,0.37701,0.92746,0.000342482,0.000342482,0.000342482
87,273.458,0.75072,0.35638,0.86031,0.97515,0.97878,0.97975,0.75118,0.88219,0.36162,0.91219,0.000340911,0.000340911,0.000340911
88,276.569,0.7625,0.35997,0.86363,0.97073,0.9793,0.97665,0.74022,0.92093,0.37385,0.92279,0.00033934,0.00033934,0.00033934
89,279.701,0.74626,0.3539,0.86134,0.9734,0.97557,0.98063,0.74761,0.8977,0.36149,0.91255,0.00033777,0.00033777,0.00033777
90,282.82,0.76149,0.35854,0.86537,0.96715,0.97976,0.97893,0.75425,0.87834,0.35813,0.91076,0.000336199,0.000336199,0.000336199
91,286.153,0.73757,0.34888,0.85811,0.97235,0.97848,0.97516,0.74356,0.9148,0.36687,0.91781,0.000334628,0.000334628,0.000334628
92,289.17,0.73369,0.34756,0.85624,0.97167,0.9775,0.97695,0.72658,0.9367,0.36826,0.92196,0.000333057,0.000333057,0.000333057
93,292.085,0.73192,0.3514,0.86151,0.96336,0.98157,0.97884,0.73825,0.93357,0.37472,0.92534,0.000331486,0.000331486,0.000331486
94,295.214,0.73232,0.34315,0.85681,0.97416,0.97588,0.98039,0.74608,0.9142,0.36789,0.9185,0.000329916,0.000329916,0.000329916
95,298.748,0.72402,0.34829,0.85556,0.97217,0.97947,0.98087,0.72428,0.96147,0.37624,0.9349,0.000328345,0.000328345,0.000328345
96,301.791,0.73533,0.34791,0.85734,0.97545,0.97815,0.9798,0.73732,0.9246,0.36623,0.91913,0.000326774,0.000326774,0.000326774
97,304.895,0.73969,0.34903,0.86106,0.97914,0.98037,0.97922,0.75126,0.89193,0.35413,0.91963,0.000325203,0.000325203,0.000325203
98,307.875,0.71568,0.34325,0.85502,0.97423,0.97868,0.98132,0.72798,0.94691,0.37519,0.92846,0.000323632,0.000323632,0.000323632
99,310.968,0.72374,0.34729,0.8594,0.97586,0.97498,0.98109,0.73185,0.94389,0.37558,0.92678,0.000322062,0.000322062,0.000322062
100,314.055,0.71825,0.34565,0.85541,0.97039,0.97631,0.97686,0.75181,0.8902,0.36692,0.91383,0.000320491,0.000320491,0.000320491
101,316.995,0.72562,0.34351,0.85573,0.97003,0.98069,0.98179,0.75794,0.8823,0.35324,0.91607,0.00031892,0.00031892,0.00031892
102,320.473,0.72688,0.34545,0.85937,0.97053,0.97765,0.98131,0.73331,0.93983,0.36774,0.92543,0.000317349,0.000317349,0.000317349
103,323.654,0.7086,0.34153,0.85397,0.9661,0.97706,0.98015,0.7495,0.89565,0.36488,0.9176,0.000315778,0.000315778,0.000315778
104,326.871,0.7171,0.34163,0.85694,0.97113,0.97388,0.9826,0.74951,0.90346,0.35939,0.91752,0.000314208,0.000314208,0.000314208
105,329.942,0.69758,0.33546,0.84941,0.97305,0.97727,0.98181,0.74464,0.92338,0.36131,0.91897,0.000312637,0.000312637,0.000312637
106,333.758,0.7003,0.33577,0.84986,0.97517,0.97537,0.97549,0.73819,0.93651,0.36515,0.92475,0.000311066,0.000311066,0.000311066
107,337.026,0.71004,0.33839,0.85299,0.97384,0.97917,0.97691,0.72839,0.95319,0.3741,0.92937,0.000309495,0.000309495,0.000309495
108,340.532,0.7075,0.33796,0.85333,0.975,0.97556,0.97761,0.73221,0.9487,0.37326,0.93074,0.000307924,0.000307924,0.000307924
109,343.466,0.7195,0.33835,0.8559,0.97687,0.97717,0.97727,0.73284,0.944,0.37308,0.92697,0.000306354,0.000306354,0.000306354
110,346.431,0.70631,0.33591,0.85229,0.9751,0.97844,0.97644,0.73479,0.93893,0.36845,0.92588,0.000304783,0.000304783,0.000304783
111,349.378,0.7019,0.3332,0.85105,0.97405,0.97933,0.97713,0.72693,0.95951,0.3762,0.92998,0.000303212,0.000303212,0.000303212
112,352.305,0.68934,0.32781,0.85042,0.97601,0.97879,0.97866,0.73605,0.94796,0.36796,0.92857,0.000301641,0.000301641,0.000301641
113,355.463,0.69606,0.33079,0.84811,0.97503,0.98012,0.97993,0.73115,0.95372,0.37218,0.92759,0.00030007,0.00030007,0.00030007
114,358.437,0.69653,0.33149,0.851,0.97447,0.97186,0.97848,0.75102,0.89021,0.36131,0.91603,0.0002985,0.0002985,0.0002985
115,361.594,0.69488,0.3345,0.84858,0.97141,0.97834,0.97895,0.74913,0.90164,0.36033,0.91694,0.000296929,0.000296929,0.000296929
116,364.487,0.70144,0.33059,0.85279,0.9719,0.97653,0.97944,0.75108,0.8929,0.36245,0.91753,0.000295358,0.000295358,0.000295358
117,367.415,0.69645,0.33446,0.84962,0.96604,0.97515,0.97822,0.74266,0.90425,0.36303,0.92068,0.000293787,0.000293787,0.000293787
118,370.313,0.6879,0.32818,0.84594,0.97445,0.97859,0.97685,0.74406,0.90525,0.3571,0.92188,0.000292216,0.000292216,0.000292216
119,373.325,0.68103,0.32501,0.84452,0.97201,0.97761,0.9788,0.73025,0.95243,0.37119,0.9344,0.000290646,0.000290646,0.000290646
120,376.486,0.68507,0.3262,0.85037,0.97192,0.97693,0.97737,0.74791,0.90836,0.36111,0.92055,0.000289075,0.000289075,0.000289075
121,379.547,0.68558,0.32737,0.84652,0.97251,0.97273,0.97841,0.7518,0.89701,0.36019,0.91803,0.000287504,0.000287504,0.000287504
122,382.421,0.69035,0.32727,0.85142,0.97347,0.97585,0.9779,0.74677,0.90682,0.35948,0.92115,0.000285933,0.000285933,0.000285933
123,385.356,0.68109,0.32733,0.84621,0.9714,0.97797,0.97602,0.73117,0.93468,0.36833,0.92628,0.000284362,0.000284362,0.000284362
124,388.395,0.66378,0.32036,0.84526,0.9777,0.97622,0.98129,0.73875,0.93353,0.36583,0.9279,0.000282792,0.000282792,0.000282792
125,391.45,0.67838,0.32527,0.84592,0.97442,0.97727,0.98016,0.75067,0.89171,0.355,0.91704,0.000281221,0.000281221,0.000281221
126,394.395,0.66228,0.31735,0.84303,0.97194,0.97656,0.98011,0.74266,0.90594,0.35743,0.92218,0.00027965,0.00027965,0.00027965
127,397.472,0.67108,0.31878,0.84466,0.97336,0.97514,0.9774,0.74338,0.92204,0.36539,0.92562,0.000278079,0.000278079,0.000278079
128,400.438,0.66107,0.31654,0.84236,0.97208,0.97662,0.97942,0.75229,0.89638,0.35796,0.91975,0.000276508,0.000276508,0.000276508
129,403.369,0.65091,0.31647,0.84103,0.97732,0.97671,0.98399,0.74013,0.93074,0.36094,0.9293,0.000274938,0.000274938,0.000274938
130,406.326,0.64901,0.31745,0.84232,0.97379,0.97816,0.98055,0.73004,0.94035,0.36599,0.92985,0.000273367,0.000273367,0.000273367
131,409.258,0.66831,0.31997,0.84465,0.97514,0.97706,0.9801,0.71818,0.9683,0.37075,0.93684,0.000271796,0.000271796,0.000271796
132,412.676,0.66539,0.317,0.8473,0.97371,0.97708,0.9785,0.74132,0.92041,0.35943,0.92341,0.000270225,0.000270225,0.000270225
133,415.972,0.65283,0.3127,0.8438,0.97374,0.9779,0.98107,0.74111,0.92285,0.3578,0.92586,0.000268654,0.000268654,0.000268654
134,419.901,0.66849,0.31745,0.84606,0.9726,0.97675,0.98383,0.75138,0.90143,0.35578,0.91701,0.000267084,0.000267084,0.000267084
135,422.984,0.65846,0.31398,0.8433,0.9753,0.97797,0.98134,0.74858,0.9001,0.35263,0.92294,0.000265513,0.000265513,0.000265513
136,426.318,0.65248,0.31192,0.84083,0.97604,0.9757,0.979,0.74983,0.887,0.35157,0.91865,0.000263942,0.000263942,0.000263942
137,429.459,0.65368,0.31123,0.84221,0.97229,0.97415,0.9822,0.74581,0.9173,0.35906,0.92565,0.000262371,0.000262371,0.000262371
138,432.533,0.64443,0.30854,0.84119,0.97472,0.97759,0.98023,0.7379,0.95188,0.36284,0.93358,0.0002608,0.0002608,0.0002608
139,435.462,0.63859,0.30845,0.83845,0.97067,0.97702,0.98074,0.74801,0.91382,0.35306,0.92397,0.00025923,0.00025923,0.00025923
140,438.409,0.6462,0.30944,0.8383,0.97345,0.97684,0.97975,0.74897,0.90347,0.35278,0.92442,0.000257659,0.000257659,0.000257659
141,441.469,0.64494,0.30992,0.8428,0.9749,0.9771,0.97775,0.73975,0.92483,0.36064,0.92599,0.000256088,0.000256088,0.000256088
142,444.424,0.63843,0.30698,0.83821,0.97452,0.97834,0.9804,0.74355,0.92288,0.36018,0.92627,0.000254517,0.000254517,0.000254517
143,447.541,0.65511,0.31477,0.83975,0.97279,0.97841,0.97702,0.72347,0.95835,0.36828,0.93581,0.000252946,0.000252946,0.000252946
144,450.717,0.64056,0.30616,0.84093,0.97451,0.97628,0.97855,0.74682,0.90656,0.35342,0.9222,0.000251376,0.000251376,0.000251376
145,454.009,0.6366,0.30328,0.83898,0.97515,0.9778,0.98052,0.74499,0.91456,0.35107,0.92587,0.000249805,0.000249805,0.000249805
146,456.965,0.63926,0.3028,0.83888,0.97412,0.97885,0.977,0.74118,0.92997,0.35652,0.92954,0.000248234,0.000248234,0.000248234
147,460.122,0.63144,0.2987,0.83689,0.97452,0.97937,0.97861,0.74496,0.91908,0.35073,0.92768,0.000246663,0.000246663,0.000246663
148,463.051,0.61823,0.2972,0.83583,0.97257,0.97875,0.97918,0.74933,0.90886,0.35146,0.92696,0.000245092,0.000245092,0.000245092
149,466.119,0.6204,0.29988,0.83707,0.97491,0.97677,0.97936,0.74033,0.92056,0.3543,0.92991,0.000243522,0.000243522,0.000243522
150,469.416,0.62747,0.30174,0.83934,0.97589,0.97686,0.97882,0.74478,0.9091,0.35201,0.92325,0.000241951,0.000241951,0.000241951
151,472.743,0.64534,0.30835,0.83917,0.97564,0.97776,0.98111,0.73369,0.94917,0.36258,0.93859,0.00024038,0.00024038,0.00024038
