file,column,n,mean,std,min,median,max
results/ablations_1024/abl_ink_boundary/per_image.csv,num_assumptions,190,3.8789,1.3298,2.0,4.0,9.0
results/ablations_1024/abl_ink_boundary/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/ablations_1024/abl_nostitch/per_image.csv,n_pred,190,13.6368,6.669,4.0,14.0,28.0
results/ablations_1024/abl_nostitch/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/ablations_1024/abl_nostitch/per_image.csv,matched,190,13.2263,6.5106,3.0,13.0,28.0
results/ablations_1024/abl_nostitch/per_image.csv,unmatched_pred,190,0.4105,0.8229,0.0,0.0,5.0
results/ablations_1024/abl_nostitch/per_image.csv,unmatched_gt,190,0.2842,0.6532,0.0,0.0,4.0
results/ablations_1024/abl_nostitch/per_image.csv,terminal_pair_precision,190,0.7197,0.2861,0.1019,0.7579,1.0
results/ablations_1024/abl_nostitch/per_image.csv,terminal_pair_recall,190,0.7491,0.2795,0.0909,0.8308,1.0
results/ablations_1024/abl_nostitch/per_image.csv,terminal_pair_f1,190,0.7076,0.2854,0.1111,0.7815,1.0
results/ablations_1024/abl_nostitch/per_image.csv,net_f1,190,0.8083,0.2059,0.2222,0.8667,1.0
results/ablations_1024/abl_nostitch/per_image.csv,per_component_connected_acc,190,0.5692,0.3982,0.0,0.5,1.0
results/ablations_1024/abl_nostitch/per_image.csv,nged,190,0.1878,0.1622,0.0,0.1953,0.4773
results/ablations_1024/abl_nostitch/per_image.csv,strict_success,190,0.3526,0.4791,0.0,0.0,1.0
results/ablations_1024/abl_nostitch/per_image.csv,spice_valid,190,0.9895,0.1023,0.0,1.0,1.0
results/ablations_1024/abl_nostitch/per_image.csv,solvable_before,190,0.5211,0.5009,0.0,1.0,1.0
results/ablations_1024/abl_nostitch/per_image.csv,solvable_after,190,0.7421,0.4386,0.0,1.0,1.0
results/ablations_1024/abl_nostitch/per_image.csv,num_assumptions,190,2.6263,0.8372,1.0,2.0,6.0
results/ablations_1024/abl_nostitch/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/ablations_1024/abl_pad0/per_image.csv,n_pred,190,13.6368,6.669,4.0,14.0,28.0
results/ablations_1024/abl_pad0/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/ablations_1024/abl_pad0/per_image.csv,matched,190,13.2263,6.5106,3.0,13.0,28.0
results/ablations_1024/abl_pad0/per_image.csv,unmatched_pred,190,0.4105,0.8229,0.0,0.0,5.0
results/ablations_1024/abl_pad0/per_image.csv,unmatched_gt,190,0.2842,0.6532,0.0,0.0,4.0
results/ablations_1024/abl_pad0/per_image.csv,terminal_pair_precision,190,0.6844,0.2839,0.0972,0.7183,1.0
results/ablations_1024/abl_pad0/per_image.csv,terminal_pair_recall,190,0.6319,0.2974,0.0909,0.6403,1.0
results/ablations_1024/abl_pad0/per_image.csv,terminal_pair_f1,190,0.6439,0.2901,0.1111,0.6667,1.0
results/ablations_1024/abl_pad0/per_image.csv,net_f1,190,0.7666,0.2108,0.1463,0.809,1.0
results/ablations_1024/abl_pad0/per_image.csv,per_component_connected_acc,190,0.4124,0.3927,0.0,0.262,1.0
results/ablations_1024/abl_pad0/per_image.csv,nged,190,0.1983,0.1595,0.0,0.1985,0.4802
results/ablations_1024/abl_pad0/per_image.csv,strict_success,190,0.2368,0.4263,0.0,0.0,1.0
results/ablations_1024/abl_pad0/per_image.csv,spice_valid,190,0.9579,0.2014,0.0,1.0,1.0
results/ablations_1024/abl_pad0/per_image.csv,solvable_before,190,0.5,0.5013,0.0,0.5,1.0
results/ablations_1024/abl_pad0/per_image.csv,solvable_after,190,0.7263,0.447,0.0,1.0,1.0
results/ablations_1024/abl_pad0/per_image.csv,num_assumptions,190,3.3579,1.2634,1.0,3.0,7.0
results/ablations_1024/abl_pad0/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/ablations_1024/abl_stitch/per_image.csv,n_pred,190,13.6368,6.669,4.0,14.0,28.0
results/ablations_1024/abl_stitch/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/ablations_1024/abl_stitch/per_image.csv,matched,190,13.2263,6.5106,3.0,13.0,28.0
results/ablations_1024/abl_stitch/per_image.csv,unmatched_pred,190,0.4105,0.8229,0.0,0.0,5.0
results/ablations_1024/abl_stitch/per_image.csv,unmatched_gt,190,0.2842,0.6532,0.0,0.0,4.0
results/ablations_1024/abl_stitch/per_image.csv,terminal_pair_precision,190,0.5551,0.2912,0.0968,0.5,1.0
results/ablations_1024/abl_stitch/per_image.csv,terminal_pair_recall,190,0.4873,0.2748,0.0909,0.4194,1.0
results/ablations_1024/abl_stitch/per_image.csv,terminal_pair_f1,190,0.5047,0.2766,0.1,0.461,1.0
results/ablations_1024/abl_stitch/per_image.csv,net_f1,190,0.6684,0.2151,0.1463,0.6667,1.0
results/ablations_1024/abl_stitch/per_image.csv,per_component_connected_acc,190,0.245,0.3155,0.0,0.1111,1.0
results/ablations_1024/abl_stitch/per_image.csv,nged,190,0.2271,0.1455,0.0,0.251,0.4746
results/ablations_1024/abl_stitch/per_image.csv,strict_success,190,0.0947,0.2936,0.0,0.0,1.0
results/ablations_1024/abl_stitch/per_image.csv,spice_valid,190,0.9789,0.1439,0.0,1.0,1.0
results/ablations_1024/abl_stitch/per_image.csv,solvable_before,190,0.4526,0.4991,0.0,0.0,1.0
results/ablations_1024/abl_stitch/per_image.csv,solvable_after,190,0.7632,0.4263,0.0,1.0,1.0
results/ablations_1024/abl_stitch/per_image.csv,num_assumptions,190,3.7474,1.2722,2.0,4.0,9.0
results/ablations_1024/abl_stitch/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/ablations_1024/guarded_notch/per_image.csv,n_pred,190,13.6368,6.669,4.0,14.0,28.0
results/ablations_1024/guarded_notch/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/ablations_1024/guarded_notch/per_image.csv,matched,190,13.2263,6.5106,3.0,13.0,28.0
results/ablations_1024/guarded_notch/per_image.csv,unmatched_pred,190,0.4105,0.8229,0.0,0.0,5.0
results/ablations_1024/guarded_notch/per_image.csv,unmatched_gt,190,0.2842,0.6532,0.0,0.0,4.0
results/ablations_1024/guarded_notch/per_image.csv,terminal_pair_precision,190,0.7197,0.286,0.1019,0.7579,1.0
results/ablations_1024/guarded_notch/per_image.csv,terminal_pair_recall,190,0.7502,0.2801,0.0909,0.8356,1.0
results/ablations_1024/guarded_notch/per_image.csv,terminal_pair_f1,190,0.7078,0.2852,0.1111,0.7815,1.0
results/ablations_1024/guarded_notch/per_image.csv,net_f1,190,0.8083,0.2059,0.2222,0.8667,1.0
results/ablations_1024/guarded_notch/per_image.csv,per_component_connected_acc,190,0.5737,0.3982,0.0,0.5,1.0
results/ablations_1024/guarded_notch/per_image.csv,nged,190,0.1883,0.1629,0.0,0.1937,0.4773
results/ablations_1024/guarded_notch/per_image.csv,strict_success,190,0.3526,0.4791,0.0,0.0,1.0
results/ablations_1024/guarded_notch/per_image.csv,spice_valid,190,0.9895,0.1023,0.0,1.0,1.0
results/ablations_1024/guarded_notch/per_image.csv,solvable_before,190,0.5263,0.5006,0.0,1.0,1.0
results/ablations_1024/guarded_notch/per_image.csv,solvable_after,190,0.7421,0.4386,0.0,1.0,1.0
results/ablations_1024/guarded_notch/per_image.csv,num_assumptions,190,2.6158,0.8324,1.0,2.0,6.0
results/ablations_1024/guarded_notch/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/ablations_1024/hop_guard/per_image.csv,n_pred,190,13.6368,6.669,4.0,14.0,28.0
results/ablations_1024/hop_guard/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/ablations_1024/hop_guard/per_image.csv,matched,190,13.2263,6.5106,3.0,13.0,28.0
results/ablations_1024/hop_guard/per_image.csv,unmatched_pred,190,0.4105,0.8229,0.0,0.0,5.0
results/ablations_1024/hop_guard/per_image.csv,unmatched_gt,190,0.2842,0.6532,0.0,0.0,4.0
results/ablations_1024/hop_guard/per_image.csv,terminal_pair_precision,190,0.7197,0.286,0.1019,0.7579,1.0
results/ablations_1024/hop_guard/per_image.csv,terminal_pair_recall,190,0.7502,0.2801,0.0909,0.8356,1.0
results/ablations_1024/hop_guard/per_image.csv,terminal_pair_f1,190,0.7078,0.2852,0.1111,0.7815,1.0
results/ablations_1024/hop_guard/per_image.csv,net_f1,190,0.8083,0.2059,0.2222,0.8667,1.0
results/ablations_1024/hop_guard/per_image.csv,per_component_connected_acc,190,0.5737,0.3982,0.0,0.5,1.0
results/ablations_1024/hop_guard/per_image.csv,nged,190,0.1938,0.1644,0.0,0.197,0.4824
results/ablations_1024/hop_guard/per_image.csv,strict_success,190,0.3526,0.4791,0.0,0.0,1.0
results/ablations_1024/hop_guard/per_image.csv,spice_valid,190,0.9895,0.1023,0.0,1.0,1.0
results/ablations_1024/hop_guard/per_image.csv,solvable_before,190,0.5263,0.5006,0.0,1.0,1.0
results/ablations_1024/hop_guard/per_image.csv,solvable_after,190,0.7421,0.4386,0.0,1.0,1.0
results/ablations_1024/hop_guard/per_image.csv,num_assumptions,190,2.6158,0.8324,1.0,2.0,6.0
results/ablations_1024/hop_guard/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/ablations_1024/nodes_learned/per_image.csv,n_pred,190,13.6368,6.669,4.0,14.0,28.0
results/ablations_1024/nodes_learned/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/ablations_1024/nodes_learned/per_image.csv,matched,190,13.2263,6.5106,3.0,13.0,28.0
results/ablations_1024/nodes_learned/per_image.csv,unmatched_pred,190,0.4105,0.8229,0.0,0.0,5.0
results/ablations_1024/nodes_learned/per_image.csv,unmatched_gt,190,0.2842,0.6532,0.0,0.0,4.0
results/ablations_1024/nodes_learned/per_image.csv,terminal_pair_precision,190,0.6648,0.2766,0.0,0.6813,1.0
results/ablations_1024/nodes_learned/per_image.csv,terminal_pair_recall,190,0.5927,0.3036,0.0,0.6104,1.0
results/ablations_1024/nodes_learned/per_image.csv,terminal_pair_f1,190,0.5981,0.2839,0.0,0.5788,1.0
results/ablations_1024/nodes_learned/per_image.csv,net_f1,190,0.7389,0.1995,0.2222,0.7388,1.0
results/ablations_1024/nodes_learned/per_image.csv,per_component_connected_acc,190,0.3812,0.3809,0.0,0.2361,1.0
results/ablations_1024/nodes_learned/per_image.csv,nged,190,0.218,0.1597,0.0,0.2185,0.5
results/ablations_1024/nodes_learned/per_image.csv,strict_success,190,0.2053,0.405,0.0,0.0,1.0
results/ablations_1024/nodes_learned/per_image.csv,spice_valid,190,0.9895,0.1023,0.0,1.0,1.0
results/ablations_1024/nodes_learned/per_image.csv,solvable_before,190,0.4053,0.4922,0.0,0.0,1.0
results/ablations_1024/nodes_learned/per_image.csv,solvable_after,190,0.6474,0.4791,0.0,1.0,1.0
results/ablations_1024/nodes_learned/per_image.csv,num_assumptions,190,3.0053,0.9677,1.0,3.0,6.0
results/ablations_1024/nodes_learned/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/ablations_1024/nodes_learned_thin/per_image.csv,n_pred,190,13.6368,6.669,4.0,14.0,28.0
results/ablations_1024/nodes_learned_thin/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/ablations_1024/nodes_learned_thin/per_image.csv,matched,190,13.2263,6.5106,3.0,13.0,28.0
results/ablations_1024/nodes_learned_thin/per_image.csv,unmatched_pred,190,0.4105,0.8229,0.0,0.0,5.0
results/ablations_1024/nodes_learned_thin/per_image.csv,unmatched_gt,190,0.2842,0.6532,0.0,0.0,4.0
results/ablations_1024/nodes_learned_thin/per_image.csv,terminal_pair_precision,190,0.6156,0.2745,0.0,0.6132,1.0
results/ablations_1024/nodes_learned_thin/per_image.csv,terminal_pair_recall,190,0.4666,0.2883,0.0,0.3957,1.0
results/ablations_1024/nodes_learned_thin/per_image.csv,terminal_pair_f1,190,0.5098,0.276,0.0,0.4633,1.0
results/ablations_1024/nodes_learned_thin/per_image.csv,net_f1,190,0.6824,0.1878,0.3077,0.6634,1.0
results/ablations_1024/nodes_learned_thin/per_image.csv,per_component_connected_acc,190,0.2412,0.334,0.0,0.1091,1.0
results/ablations_1024/nodes_learned_thin/per_image.csv,nged,190,0.2426,0.1631,0.0,0.2408,0.5238
results/ablations_1024/nodes_learned_thin/per_image.csv,strict_success,190,0.1263,0.3331,0.0,0.0,1.0
results/ablations_1024/nodes_learned_thin/per_image.csv,spice_valid,190,1.0,0.0,1.0,1.0,1.0
results/ablations_1024/nodes_learned_thin/per_image.csv,solvable_before,190,0.3263,0.4701,0.0,0.0,1.0
results/ablations_1024/nodes_learned_thin/per_image.csv,solvable_after,190,0.6105,0.4889,0.0,1.0,1.0
results/ablations_1024/nodes_learned_thin/per_image.csv,num_assumptions,190,3.7,1.2342,2.0,4.0,8.0
results/ablations_1024/nodes_learned_thin/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/ablations_1024/relink_snap/per_image.csv,n_pred,82,14.2561,6.99,5.0,14.0,28.0
results/ablations_1024/relink_snap/per_image.csv,n_gt,82,14.1463,6.9034,5.0,14.0,28.0
results/ablations_1024/relink_snap/per_image.csv,matched,82,13.8659,6.8579,5.0,13.0,28.0
results/ablations_1024/relink_snap/per_image.csv,unmatched_pred,82,0.3902,0.7329,0.0,0.0,3.0
results/ablations_1024/relink_snap/per_image.csv,unmatched_gt,82,0.2805,0.6141,0.0,0.0,2.0
results/ablations_1024/relink_snap/per_image.csv,terminal_pair_precision,82,0.6756,0.2877,0.1296,0.6997,1.0
results/ablations_1024/relink_snap/per_image.csv,terminal_pair_recall,82,0.7231,0.2847,0.0909,0.7681,1.0
results/ablations_1024/relink_snap/per_image.csv,terminal_pair_f1,82,0.6688,0.2825,0.1111,0.6927,1.0
results/ablations_1024/relink_snap/per_image.csv,net_f1,82,0.7819,0.2062,0.2222,0.8054,1.0
results/ablations_1024/relink_snap/per_image.csv,per_component_connected_acc,82,0.5342,0.391,0.0,0.4891,1.0
results/ablations_1024/relink_snap/per_image.csv,nged,82,0.2042,0.1668,0.0,0.2245,0.483
results/ablations_1024/relink_snap/per_image.csv,strict_success,82,0.2805,0.452,0.0,0.0,1.0
results/ablations_1024/relink_snap/per_image.csv,spice_valid,82,1.0,0.0,1.0,1.0,1.0
results/ablations_1024/relink_snap/per_image.csv,solvable_before,82,0.5976,0.4934,0.0,1.0,1.0
results/ablations_1024/relink_snap/per_image.csv,solvable_after,82,0.7561,0.4321,0.0,1.0,1.0
results/ablations_1024/relink_snap/per_image.csv,num_assumptions,82,2.5366,0.8042,2.0,2.0,6.0
results/ablations_1024/relink_snap/per_image.csv,num_gauge,82,1.6829,0.4939,0.0,2.0,2.0
results/benchmark/seed0/per_image.csv,n_pred,190,13.5684,6.6263,4.0,14.0,28.0
results/benchmark/seed0/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/benchmark/seed0/per_image.csv,matched,190,13.3,6.4946,4.0,13.0,28.0
results/benchmark/seed0/per_image.csv,unmatched_pred,190,0.2684,0.6797,0.0,0.0,4.0
results/benchmark/seed0/per_image.csv,unmatched_gt,190,0.2105,0.5324,0.0,0.0,2.0
results/benchmark/seed0/per_image.csv,terminal_pair_precision,190,0.7019,0.2961,0.0588,0.7617,1.0
results/benchmark/seed0/per_image.csv,terminal_pair_recall,190,0.6944,0.3073,0.0909,0.7556,1.0
results/benchmark/seed0/per_image.csv,terminal_pair_f1,190,0.6712,0.3037,0.0719,0.7303,1.0
results/benchmark/seed0/per_image.csv,net_f1,190,0.7797,0.2165,0.2222,0.8234,1.0
results/benchmark/seed0/per_image.csv,per_component_connected_acc,190,0.5058,0.4145,0.0,0.4129,1.0
results/benchmark/seed0/per_image.csv,nged,190,0.1953,0.1616,0.0,0.1974,0.4762
results/benchmark/seed0/per_image.csv,strict_success,190,0.3211,0.4681,0.0,0.0,1.0
results/benchmark/seed0/per_image.csv,spice_valid,190,0.9947,0.0725,0.0,1.0,1.0
results/benchmark/seed0/per_image.csv,solvable_before,190,0.4737,0.5006,0.0,0.0,1.0
results/benchmark/seed0/per_image.csv,solvable_after,190,0.7211,0.4497,0.0,1.0,1.0
results/benchmark/seed0/per_image.csv,num_assumptions,190,2.9789,1.195,1.0,3.0,8.0
results/benchmark/seed0/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/benchmark/seed1/per_image.csv,n_pred,190,13.5526,6.6033,4.0,14.0,28.0
results/benchmark/seed1/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/benchmark/seed1/per_image.csv,matched,190,13.3,6.4986,4.0,13.0,28.0
results/benchmark/seed1/per_image.csv,unmatched_pred,190,0.2526,0.608,0.0,0.0,4.0
results/benchmark/seed1/per_image.csv,unmatched_gt,190,0.2105,0.552,0.0,0.0,4.0
results/benchmark/seed1/per_image.csv,terminal_pair_precision,190,0.6957,0.2808,0.0789,0.7273,1.0
results/benchmark/seed1/per_image.csv,terminal_pair_recall,190,0.6834,0.3058,0.0909,0.75,1.0
results/benchmark/seed1/per_image.csv,terminal_pair_f1,190,0.6666,0.2928,0.0851,0.7303,1.0
results/benchmark/seed1/per_image.csv,net_f1,190,0.7808,0.2026,0.2593,0.8153,1.0
results/benchmark/seed1/per_image.csv,per_component_connected_acc,190,0.4832,0.4136,0.0,0.3819,1.0
results/benchmark/seed1/per_image.csv,nged,190,0.1849,0.1563,0.0,0.1658,0.5185
results/benchmark/seed1/per_image.csv,strict_success,190,0.2947,0.4571,0.0,0.0,1.0
results/benchmark/seed1/per_image.csv,spice_valid,190,0.9947,0.0725,0.0,1.0,1.0
results/benchmark/seed1/per_image.csv,solvable_before,190,0.4684,0.5003,0.0,0.0,1.0
results/benchmark/seed1/per_image.csv,solvable_after,190,0.7316,0.4443,0.0,1.0,1.0
results/benchmark/seed1/per_image.csv,num_assumptions,190,3.0053,1.1151,2.0,3.0,8.0
results/benchmark/seed1/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/benchmark/seed2/per_image.csv,n_pred,190,13.5895,6.6563,4.0,14.0,28.0
results/benchmark/seed2/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/benchmark/seed2/per_image.csv,matched,190,13.3,6.536,4.0,13.0,28.0
results/benchmark/seed2/per_image.csv,unmatched_pred,190,0.2895,0.7018,0.0,0.0,5.0
results/benchmark/seed2/per_image.csv,unmatched_gt,190,0.2105,0.6239,0.0,0.0,5.0
results/benchmark/seed2/per_image.csv,terminal_pair_precision,190,0.6878,0.2993,0.1129,0.7339,1.0
results/benchmark/seed2/per_image.csv,terminal_pair_recall,190,0.6832,0.3081,0.0909,0.738,1.0
results/benchmark/seed2/per_image.csv,terminal_pair_f1,190,0.6595,0.3047,0.1102,0.7156,1.0
results/benchmark/seed2/per_image.csv,net_f1,190,0.7737,0.2168,0.2593,0.8289,1.0
results/benchmark/seed2/per_image.csv,per_component_connected_acc,190,0.4878,0.4107,0.0,0.4,1.0
results/benchmark/seed2/per_image.csv,nged,190,0.1999,0.1614,0.0,0.2095,0.5105
results/benchmark/seed2/per_image.csv,strict_success,190,0.3,0.4595,0.0,0.0,1.0
results/benchmark/seed2/per_image.csv,spice_valid,190,0.9947,0.0725,0.0,1.0,1.0
results/benchmark/seed2/per_image.csv,solvable_before,190,0.5,0.5013,0.0,0.5,1.0
results/benchmark/seed2/per_image.csv,solvable_after,190,0.7368,0.4415,0.0,1.0,1.0
results/benchmark/seed2/per_image.csv,num_assumptions,190,3.0421,1.2251,2.0,3.0,8.0
results/benchmark/seed2/per_image.csv,num_gauge,190,1.6947,0.5055,0.0,2.0,2.0
results/benchmark_1024/seed0/per_image.csv,n_pred,190,13.6368,6.669,4.0,14.0,28.0
results/benchmark_1024/seed0/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/benchmark_1024/seed0/per_image.csv,matched,190,13.2263,6.5106,3.0,13.0,28.0
results/benchmark_1024/seed0/per_image.csv,unmatched_pred,190,0.4105,0.8229,0.0,0.0,5.0
results/benchmark_1024/seed0/per_image.csv,unmatched_gt,190,0.2842,0.6532,0.0,0.0,4.0
results/benchmark_1024/seed0/per_image.csv,terminal_pair_precision,190,0.7197,0.2861,0.1019,0.7579,1.0
results/benchmark_1024/seed0/per_image.csv,terminal_pair_recall,190,0.7491,0.2795,0.0909,0.8308,1.0
results/benchmark_1024/seed0/per_image.csv,terminal_pair_f1,190,0.7076,0.2854,0.1111,0.7815,1.0
results/benchmark_1024/seed0/per_image.csv,net_f1,190,0.8083,0.2059,0.2222,0.8667,1.0
results/benchmark_1024/seed0/per_image.csv,per_component_connected_acc,190,0.5692,0.3982,0.0,0.5,1.0
results/benchmark_1024/seed0/per_image.csv,nged,190,0.1921,0.1631,0.0,0.1953,0.4773
results/benchmark_1024/seed0/per_image.csv,strict_success,190,0.3526,0.4791,0.0,0.0,1.0
results/benchmark_1024/seed0/per_image.csv,spice_valid,190,0.9895,0.1023,0.0,1.0,1.0
results/benchmark_1024/seed0/per_image.csv,solvable_before,190,0.5211,0.5009,0.0,1.0,1.0
results/benchmark_1024/seed0/per_image.csv,solvable_after,190,0.7421,0.4386,0.0,1.0,1.0
results/benchmark_1024/seed0/per_image.csv,num_assumptions,190,2.6263,0.8372,1.0,2.0,6.0
results/benchmark_1024/seed0/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/benchmark_1024/seed1/per_image.csv,n_pred,190,13.5947,6.6515,4.0,14.0,28.0
results/benchmark_1024/seed1/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/benchmark_1024/seed1/per_image.csv,matched,190,13.2368,6.4686,3.0,13.0,28.0
results/benchmark_1024/seed1/per_image.csv,unmatched_pred,190,0.3579,0.7477,0.0,0.0,4.0
results/benchmark_1024/seed1/per_image.csv,unmatched_gt,190,0.2737,0.6162,0.0,0.0,4.0
results/benchmark_1024/seed1/per_image.csv,terminal_pair_precision,190,0.7306,0.2776,0.1258,0.786,1.0
results/benchmark_1024/seed1/per_image.csv,terminal_pair_recall,190,0.7635,0.2735,0.0909,0.8388,1.0
results/benchmark_1024/seed1/per_image.csv,terminal_pair_f1,190,0.7206,0.2776,0.1111,0.7895,1.0
results/benchmark_1024/seed1/per_image.csv,net_f1,190,0.818,0.1965,0.2222,0.8639,1.0
results/benchmark_1024/seed1/per_image.csv,per_component_connected_acc,190,0.5832,0.3968,0.0,0.5683,1.0
results/benchmark_1024/seed1/per_image.csv,nged,190,0.1826,0.1632,0.0,0.1808,0.4821
results/benchmark_1024/seed1/per_image.csv,strict_success,190,0.3579,0.4806,0.0,0.0,1.0
results/benchmark_1024/seed1/per_image.csv,spice_valid,190,0.9947,0.0725,0.0,1.0,1.0
results/benchmark_1024/seed1/per_image.csv,solvable_before,190,0.5368,0.5,0.0,1.0,1.0
results/benchmark_1024/seed1/per_image.csv,solvable_after,190,0.7684,0.423,0.0,1.0,1.0
results/benchmark_1024/seed1/per_image.csv,num_assumptions,190,2.6421,0.8283,2.0,2.0,6.0
results/benchmark_1024/seed1/per_image.csv,num_gauge,190,1.7053,0.5013,0.0,2.0,2.0
results/benchmark_1024/seed2/per_image.csv,n_pred,190,13.6,6.6458,4.0,14.0,29.0
results/benchmark_1024/seed2/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/benchmark_1024/seed2/per_image.csv,matched,190,13.2211,6.5347,3.0,13.0,28.0
results/benchmark_1024/seed2/per_image.csv,unmatched_pred,190,0.3789,0.7654,0.0,0.0,5.0
results/benchmark_1024/seed2/per_image.csv,unmatched_gt,190,0.2895,0.6303,0.0,0.0,4.0
results/benchmark_1024/seed2/per_image.csv,terminal_pair_precision,190,0.7198,0.2879,0.1106,0.7712,1.0
results/benchmark_1024/seed2/per_image.csv,terminal_pair_recall,190,0.7516,0.2799,0.0909,0.8472,1.0
results/benchmark_1024/seed2/per_image.csv,terminal_pair_f1,190,0.7083,0.2869,0.1111,0.791,1.0
results/benchmark_1024/seed2/per_image.csv,net_f1,190,0.8084,0.207,0.2222,0.8778,1.0
results/benchmark_1024/seed2/per_image.csv,per_component_connected_acc,190,0.5734,0.4006,0.0,0.5,1.0
results/benchmark_1024/seed2/per_image.csv,nged,190,0.1937,0.1624,0.0,0.2106,0.4651
results/benchmark_1024/seed2/per_image.csv,strict_success,190,0.3526,0.4791,0.0,0.0,1.0
results/benchmark_1024/seed2/per_image.csv,spice_valid,190,0.9947,0.0725,0.0,1.0,1.0
results/benchmark_1024/seed2/per_image.csv,solvable_before,190,0.5368,0.5,0.0,1.0,1.0
results/benchmark_1024/seed2/per_image.csv,solvable_after,190,0.7421,0.4386,0.0,1.0,1.0
results/benchmark_1024/seed2/per_image.csv,num_assumptions,190,2.5842,0.7634,1.0,2.0,6.0
results/benchmark_1024/seed2/per_image.csv,num_gauge,190,1.7053,0.5013,0.0,2.0,2.0
results/comparisons/boundary_vs_ports.csv,n_images,7,190.0,0.0,190.0,190.0,190.0
results/comparisons/boundary_vs_ports.csv,mean_a,7,0.3871,0.2505,0.0579,0.3526,0.7158
results/comparisons/boundary_vs_ports.csv,mean_b,7,0.3968,0.252,0.0632,0.3632,0.7316
results/comparisons/boundary_vs_ports.csv,delta,7,0.0097,0.0057,0.0024,0.0105,0.0168
results/comparisons/boundary_vs_ports.csv,ci95_lo,7,-0.0038,0.0084,-0.0158,-0.0009,0.0045
results/comparisons/boundary_vs_ports.csv,ci95_hi,7,0.0247,0.0154,0.0059,0.0216,0.0474
results/comparisons/boundary_vs_ports.csv,wins,7,23.1429,19.2478,1.0,24.0,47.0
results/comparisons/boundary_vs_ports.csv,losses,7,19.4286,18.247,0.0,17.0,43.0
results/comparisons/boundary_vs_ports.csv,ties,7,147.4286,37.2776,104.0,149.0,189.0
results/comparisons/crossover_vs_learned.csv,n_images,7,190.0,0.0,190.0,190.0,190.0
results/comparisons/crossover_vs_learned.csv,mean_a,7,0.5561,0.2223,0.1921,0.5692,0.8083
results/comparisons/crossover_vs_learned.csv,mean_b,7,0.4563,0.21,0.2053,0.4053,0.7389
results/comparisons/crossover_vs_learned.csv,delta,7,-0.0999,0.0673,-0.188,-0.1096,0.0259
results/comparisons/crossover_vs_learned.csv,ci95_lo,7,-0.1374,0.0825,-0.2318,-0.1474,0.0169
results/comparisons/crossover_vs_learned.csv,ci95_hi,7,-0.0648,0.0553,-0.1458,-0.0684,0.0354
results/comparisons/crossover_vs_learned.csv,wins,7,22.1429,32.4984,1.0,5.0,92.0
results/comparisons/crossover_vs_learned.csv,losses,7,52.1429,32.9516,23.0,30.0,92.0
results/comparisons/crossover_vs_learned.csv,ties,7,115.7143,44.9545,70.0,106.0,166.0
results/comparisons/crossover_vs_learned_thin.csv,n_images,7,190.0,0.0,190.0,190.0,190.0
results/comparisons/crossover_vs_learned_thin.csv,mean_a,7,0.5561,0.2223,0.1921,0.5692,0.8083
results/comparisons/crossover_vs_learned_thin.csv,mean_b,7,0.3913,0.2105,0.1263,0.3263,0.6824
results/comparisons/crossover_vs_learned_thin.csv,delta,7,-0.1648,0.1165,-0.328,-0.1947,0.0506
results/comparisons/crossover_vs_learned_thin.csv,ci95_lo,7,-0.2079,0.1311,-0.379,-0.2302,0.0391
results/comparisons/crossover_vs_learned_thin.csv,ci95_hi,7,-0.1246,0.1047,-0.2798,-0.1421,0.0615
results/comparisons/crossover_vs_learned_thin.csv,wins,7,26.4286,48.2661,0.0,7.0,134.0
results/comparisons/crossover_vs_learned_thin.csv,losses,7,74.5714,51.7715,22.0,43.0,137.0
